RegionName,Date,HomePrice,State,UnemploymentRate,JobGrowthRate,PriceToRentRatio,PriceNorm,UnempNorm,JobGrowthNorm,AffordabilityNorm,DesirabilityScore,Bedrooms,PriceToIncomeRatio,Murder,Assault,Rape,SchoolRating,CrimeRateRaw,CrimeRate
Rhode Island,2015-01-01,228339.3795560132,Rhode Island,6.5,0.1453364110455712,11.41696897780066,0.1423757677523095,0.1666666666666666,0.8043342628020913,0.1423757677523095,0.8421080585756994,1,3.5129135316309723,3.4,174,8.3,49.49323493234933,185.70000000000002,4.625151883353586
Montana,2015-01-01,205885.2930813696,Montana,4.3,0.1453364110455712,10.29426465406848,0.1172581179031271,0.0902777777777777,0.8043342628020913,0.1172581179031271,0.8724564262629865,2,3.167466047405686,6.0,109,16.4,49.5166270783848,131.4,3.1406439854191985
Delaware,2015-01-01,225153.0247454157,Delaware,5.0,0.1453364110455712,11.257651237270784,0.1388114390712819,0.1145833333333333,0.8043342628020913,0.1388114390712819,0.8546633224509825,3,3.463892688391011,5.9,238,15.8,,259.7,6.648238153098421
South Dakota,2015-01-01,163207.22678644632,South Dakota,3.2,0.1453364110455712,8.160361339322316,0.0695174660335172,0.0520833333333333,0.8043342628020913,0.0695174660335172,0.9087397062736412,3,2.510880412099174,3.8,86,12.8,49.493883792048926,102.6,2.3532806804374244
North Dakota,2015-01-01,213134.9266501609,North Dakota,2.6,0.1453364110455712,10.656746332508044,0.125367722260508,0.03125,0.8043342628020913,0.125367722260508,0.8793962192041136,1,3.278998871540937,0.8,45,7.3,49.50877192982456,53.099999999999994,1.0
Alaska,2015-01-01,274365.0339357385,Alaska,6.3,0.1453364110455712,13.718251696786924,0.193861107496365,0.1597222222222222,0.8043342628020913,0.193861107496365,0.8126057436181549,2,4.221000522088285,10.0,263,44.5,,317.5,8.22843256379101
Vermont,2015-01-01,221485.95972271272,Vermont,3.7,0.1453364110455712,11.074297986135637,0.1347093770560469,0.0694444444444444,0.8043342628020913,0.1347093770560469,0.8661523374379013,1,3.4074763034263498,2.2,48,11.2,49.55038759689923,61.400000000000006,1.2269137302551643
Wyoming,2015-01-01,213950.6146627848,Wyoming,4.0,0.1453364110455712,10.69753073313924,0.1262801693516154,0.0798611111111111,0.8043342628020913,0.1262801693516154,0.8691265287272268,4,3.291547917888997,6.8,161,15.6,49.53400503778337,183.4,4.562272174969624
California,2015-02-01,414929.8099868016,California,6.7,0.1842524614421581,20.74649049934008,0.3511000506155319,0.1736111111111111,0.8066170912445644,0.3511000506155319,0.7159411656573715,2,6.383535538258486,9.0,276,40.6,49.49931022590102,325.6,8.449878493317135
Texas,2015-02-01,160137.80631718444,Texas,4.5,0.1842524614421581,8.006890315859222,0.0660839427559662,0.0972222222222222,0.8066170912445644,0.0660839427559662,0.9022286081508888,1,2.4636585587259145,12.7,201,25.5,49.501835443037976,239.2,6.087788578371811
Florida,2015-02-01,180933.2356972075,Florida,5.8,0.1842524614421581,9.046661784860376,0.0893461812006549,0.1423611111111111,0.8066170912445644,0.0893461812006549,0.8792434873062978,2,2.7835882414955,15.4,335,31.9,49.50403225806452,382.29999999999995,10.0
New York,2015-02-01,236049.1258757888,New York,5.6,0.1842524614421581,11.80245629378944,0.1510000646572327,0.1354166666666666,0.8066170912445644,0.1510000646572327,0.84364004612124,2,3.6315250134736736,11.1,254,26.1,49.50327475520394,291.20000000000005,7.509416767922238
Pennsylvania,2015-02-01,154266.29378271883,Pennsylvania,5.6,0.1842524614421581,7.713314689135942,0.0595159358102223,0.1354166666666666,0.8066170912445644,0.0595159358102223,0.8985305234294462,3,2.3733275966572127,6.3,106,14.9,49.50330988829127,127.2,3.0258201701093563
Illinois,2015-02-01,157933.3289626229,Illinois,6.1,0.1842524614421581,7.896666448131145,0.0636179644426263,0.1527777777777778,0.8066170912445644,0.0636179644426263,0.8925970840277817,1,2.429743522501891,10.4,249,24.0,49.50304468985448,283.4,7.296172539489672
Ohio,2015-02-01,117453.96281687974,Ohio,5.2,0.1842524614421581,5.872698140843987,0.0183368283735285,0.1215277777777778,0.8066170912445644,0.0183368283735286,0.9260157656692404,2,1.806984043336612,7.3,120,21.4,49.48959687906372,148.7,3.613608748481166
Georgia,2015-02-01,147989.52736282648,Georgia,6.4,0.1842524614421581,7.3994763681413245,0.0524946026868286,0.1631944444444444,0.8066170912445644,0.0524946026868286,0.8971877677479269,2,2.2767619594281,17.4,211,25.8,49.49271137026239,254.20000000000002,6.497873633049819
North Carolina,2015-02-01,157633.77651310398,North Carolina,5.7,0.1842524614421581,7.881688825655199,0.0632828782859493,0.1388888888888889,0.8066170912445644,0.0632828782859493,0.8955759134995657,4,2.4251350232785227,13.0,337,16.1,49.50032583903552,366.1,9.557108140947754
Michigan,2015-02-01,117392.6631959794,Michigan,5.9,0.1842524614421581,5.86963315979897,0.0182682572287883,0.1458333333333333,0.8066170912445644,0.0182682572287883,0.9211957972449732,1,1.806040972245837,12.1,255,35.1,49.49791615592057,302.20000000000005,7.810145808019444
New Jersey,2015-02-01,303338.48725748115,New Jersey,6.3,0.1842524614421581,15.166924362874058,0.2262714688031575,0.1597222222222222,0.8066170912445644,0.2262714688031575,0.7936160925225739,2,4.666745957807402,7.4,159,18.8,49.49500713266762,185.20000000000002,4.611482381530985
Virginia,2015-02-01,234308.35187433145,Virginia,4.7,0.1842524614421581,11.715417593716571,0.1490527954203148,0.1041666666666666,0.8066170912445644,0.1490527954203149,0.8510584076633907,2,3.6047438749897145,8.5,156,20.7,49.50488721804511,185.2,4.611482381530984
Washington,2015-02-01,269132.3379791078,Washington,5.5,0.1842524614421581,13.45661689895539,0.1880076952475833,0.1319444444444444,0.8066170912445644,0.1880076952475833,0.822129912211474,5,4.140497507370889,4.0,145,26.2,49.49151477058454,175.2,4.338092345078979
Arizona,2015-02-01,199865.19833152543,Arizona,6.3,0.1842524614421581,9.993259916576273,0.1105239035249896,0.1597222222222222,0.8066170912445644,0.1105239035249896,0.8630646316894748,5,3.074849205100392,8.1,294,31.0,49.49593106749641,333.1,8.654921020656138
Massachusetts,2015-02-01,336291.93081505335,Massachusetts,5.1,0.1842524614421581,16.814596540752667,0.2631339373582062,0.1180555555555555,0.8066170912445644,0.2631339373582062,0.779831944722878,5,5.173722012539282,4.4,149,16.3,49.49809275245934,169.70000000000002,4.187727825030378
Tennessee,2015-02-01,142708.87707035965,Tennessee,6.0,0.1842524614421581,7.135443853517983,0.0465875476315296,0.1493055555555555,0.8066170912445644,0.0465875476315296,0.903509778558884,4,2.195521185697841,13.2,188,26.9,49.4989085617269,228.1,5.784325637910086
Indiana,2015-02-01,117728.62110220832,Indiana,5.2,0.1842524614421581,5.886431055110416,0.0186440673541413,0.1215277777777778,0.8066170912445644,0.0186440673541413,0.9258314222808726,5,1.8112095554185887,7.2,113,21.0,49.4880482228227,141.2,3.408566221142163
Maryland,2015-02-01,275540.00608256104,Maryland,5.3,0.1842524614421581,13.777000304128052,0.1951754579599102,0.125,0.8066170912445644,0.1951754579599102,0.8192181434729668,2,4.239077016654785,11.3,300,27.8,49.499744637385085,339.1,8.81895504252734
Missouri,2015-02-01,127809.11566056572,Missouri,5.6,0.1842524614421581,6.390455783028286,0.0299203369502941,0.1354166666666666,0.8066170912445644,0.0299203369502941,0.9162878827454032,3,1.9662940870856265,9.0,178,28.2,49.496891651865006,215.2,5.431652490886999
Wisconsin,2015-02-01,156977.25342430468,Wisconsin,4.7,0.1842524614421581,7.848862671215234,0.0625484766846646,0.1041666666666666,0.8066170912445644,0.0625484766846646,0.9029609989047808,5,2.415034668066226,2.6,53,10.8,49.50033519553072,66.4,1.3636087484811668
Colorado,2015-02-01,279220.2054434135,Colorado,4.1,0.1842524614421581,13.961010272170675,0.1992922123433701,0.0833333333333333,0.8066170912445644,0.19929221234337,0.8250814241762242,2,4.295695468360208,7.9,204,38.7,49.498867497168746,250.60000000000002,6.399453219927097
Minnesota,2015-02-01,189923.02702750952,Minnesota,3.8,0.1842524614421581,9.496151351375476,0.0994023654549878,0.0729166666666666,0.8066170912445644,0.0994023654549878,0.8870986656425869,4,2.9218927235001466,2.7,72,14.9,49.50439453125,89.60000000000001,1.9978736330498184
South Carolina,2015-02-01,149174.91250802422,South Carolina,6.4,0.1842524614421581,7.458745625401211,0.0538206013662726,0.1631944444444444,0.8066170912445644,0.0538206013662726,0.8963921685402605,5,2.2949986539696035,14.4,279,22.5,49.49043303121853,315.9,8.184690157958688
Alabama,2015-02-01,128481.9541550732,Alabama,6.1,0.1842524614421581,6.42409770775366,0.0306729893340451,0.1527777777777778,0.8066170912445644,0.0306729893340451,0.9123640690929302,3,1.976645448539588,13.2,236,21.2,49.51805474665114,270.4,6.940765492102066
Louisiana,2015-02-01,159716.0587873096,Louisiana,6.7,0.1842524614421581,7.985802939365479,0.0656121664139575,0.1736111111111111,0.8066170912445644,0.0656121664139575,0.8872338961783162,3,2.4571701351893784,15.4,249,22.2,49.48797450014489,286.59999999999997,7.383657351154314
Kentucky,2015-02-01,108824.61092216847,Kentucky,5.3,0.1842524614421581,5.441230546108423,0.008683839837945,0.125,0.8066170912445644,0.008683839837945,0.931113114346146,1,1.6742247834179764,9.7,109,16.3,49.49878197320341,135.0,3.2390643985419203
Oregon,2015-02-01,251275.2196631828,Oregon,5.8,0.1842524614421581,12.56376098315914,0.1680323181294213,0.1423611111111111,0.8066170912445644,0.1680323181294213,0.8320318051490377,5,3.865772610202813,4.9,159,29.3,49.50342465753425,193.20000000000002,4.830194410692589
Oklahoma,2015-02-01,116382.25363882491,Oklahoma,4.1,0.1842524614421581,5.819112681941245,0.0171379902063676,0.0833333333333333,0.8066170912445644,0.0171379902063676,0.9343739574584258,4,1.7904962098280757,6.6,151,20.0,49.51861882193636,177.6,4.403705953827461
Connecticut,2015-02-01,248611.8995940147,Connecticut,5.9,0.1842524614421581,12.430594979700736,0.1650530679600053,0.1458333333333333,0.8066170912445644,0.1650530679600053,0.8331249108062431,3,3.8247984552925343,3.3,110,11.1,49.503290747193184,124.39999999999999,2.949270959902795
Utah,2015-02-01,233883.464382895,Utah,3.5,0.1842524614421581,11.69417321914475,0.1485775066461646,0.0625,0.8066170912445644,0.1485775066461645,0.8596769142612143,5,3.598207144352231,3.2,120,22.9,49.51036116044997,146.1,3.5425273390036454
Iowa,2015-02-01,128372.83501986697,Iowa,3.8,0.1842524614421581,6.418641750993348,0.0305509261972058,0.0729166666666666,0.8066170912445644,0.0305509261972058,0.9284095291972562,5,1.974966692613338,2.2,56,11.3,49.5046332046332,69.5,1.4483596597812882
Nevada,2015-02-01,209044.6502554424,Nevada,7.3,0.1842524614421581,10.45223251277212,0.120792246416281,0.1944444444444444,0.8066170912445644,0.120792246416281,0.8499591815102553,2,3.216071542391421,12.2,252,46.0,49.501633986928105,310.2,8.028857837181047
Arkansas,2015-02-01,121412.18491813669,Arkansas,5.4,0.1842524614421581,6.070609245906835,0.0227645852932741,0.1284722222222222,0.8066170912445644,0.0227645852932741,0.921970222628504,2,1.8678797679713337,8.8,190,19.5,49.51893408134642,218.3,5.516403402187121
Mississippi,2015-02-01,116180.10920410683,Mississippi,6.7,0.1842524614421581,5.809005460205341,0.0169118668619178,0.1736111111111111,0.8066170912445644,0.0169118668619178,0.91645407590954,5,1.7873862954477977,16.1,259,17.1,49.45858398889403,292.20000000000005,7.536755771567439
Kansas,2015-02-01,121089.36577320169,Kansas,4.4,0.1842524614421581,6.054468288660084,0.0224034724839756,0.09375,0.8066170912445644,0.0224034724839756,0.9291313347585276,1,1.8629133195877183,6.0,115,18.0,,139.0,3.3484204131227226
New Mexico,2015-02-01,164720.9859925939,New Mexico,6.5,0.1842524614421581,8.236049299629695,0.0712107913771658,0.1666666666666666,0.8066170912445644,0.0712107913771658,0.8852636100892801,4,2.534169015270676,11.4,285,32.1,49.488259668508285,328.5,8.529161603888214
Nebraska,2015-02-01,135881.50059900078,Nebraska,2.9,0.1842524614421581,6.794075029950039,0.0389502896299719,0.0416666666666666,0.8066170912445644,0.0389502896299719,0.9296199111375962,4,2.090484624600012,4.3,102,16.5,49.5036855036855,122.8,2.9055285540704743
Idaho,2015-02-01,179004.24725106262,Idaho,3.9,0.1842524614421581,8.950212362553131,0.0871883710217327,0.0763888888888888,0.8066170912445644,0.0871883710217327,0.8937326178580955,1,2.7539114961701943,2.6,120,14.2,49.49895833333333,136.79999999999998,3.2882746051032807
West Virginia,2015-02-01,101535.46594313912,West Virginia,6.5,0.1842524614421581,5.076773297156956,0.0005300371219033,0.1666666666666666,0.8066170912445644,0.0005300371219033,0.9276720626424376,4,1.5620840914329095,5.7,81,9.3,49.51793580868471,96.0,2.1728432563791014
Hawaii,2015-02-01,568309.7929787884,Hawaii,3.7,0.1842524614421581,28.41548964893942,0.5226743745594956,0.0694444444444444,0.8066170912445644,0.5226743745594956,0.6338299046243268,5,8.743227584289052,5.3,46,20.2,49.51990632318501,71.5,1.5030376670716892
New Hampshire,2015-02-01,226901.2585504758,New Hampshire,3.8,0.1842524614421581,11.34506292752379,0.1407670530135187,0.0729166666666666,0.8066170912445644,0.1407670530135187,0.8622798531074682,3,3.490788593084243,2.1,57,9.5,49.499452354874045,68.6,1.4237545565006076
Maine,2015-02-01,176348.5580837551,Maine,4.8,0.1842524614421581,8.817427904187756,0.0842176569520232,0.1076388888888888,0.8066170912445644,0.0842176569520232,0.8892650462999213,4,2.7130547397500786,2.1,83,7.8,,92.89999999999999,2.0880923450789792
Rhode Island,2015-02-01,228928.17126559865,Rhode Island,6.4,0.1842524614421581,11.446408563279933,0.1430344034982869,0.1631944444444444,0.8066170912445644,0.1430344034982869,0.8428638872610519,2,3.5219718656245944,3.4,174,8.3,49.49323493234933,185.70000000000002,4.625151883353586
Montana,2015-02-01,206778.65361738985,Montana,4.3,0.1842524614421581,10.338932680869492,0.1182574512386504,0.0902777777777777,0.8066170912445644,0.1182574512386504,0.8723133919501671,1,3.1812100556521514,6.0,109,16.4,49.5166270783848,131.4,3.1406439854191985
Delaware,2015-02-01,226278.965057369,Delaware,5.0,0.1842524614421581,11.31394825286845,0.1400709414134796,0.1145833333333333,0.8066170912445644,0.1400709414134796,0.8543641867341585,2,3.4812148470364463,5.9,238,15.8,,259.7,6.648238153098421
South Dakota,2015-02-01,164054.87183148658,South Dakota,3.2,0.1842524614421581,8.202743591574329,0.0704656609851025,0.0520833333333333,0.8066170912445644,0.0704656609851025,0.9086273549911846,2,2.5239211050997934,3.8,86,12.8,49.493883792048926,102.6,2.3532806804374244
North Dakota,2015-02-01,214564.0308435564,North Dakota,2.7,0.1842524614421581,10.72820154217782,0.1269663505889525,0.0347222222222222,0.8066170912445644,0.1269663505889525,0.8781991634510969,3,3.3009850899008675,0.8,45,7.3,49.50877192982456,53.099999999999994,1.0
Alaska,2015-02-01,275015.60084987903,Alaska,6.3,0.1842524614421581,13.750780042493952,0.1945888463857337,0.1597222222222222,0.8066170912445644,0.1945888463857337,0.8126256659730282,4,4.2310092438442926,10.0,263,44.5,,317.5,8.22843256379101
Vermont,2015-02-01,221972.8144132721,Vermont,3.6,0.1842524614421581,11.098640720663605,0.1352539837430618,0.0659722222222222,0.8066170912445644,0.1352539837430618,0.8669765835586313,1,3.4149663755888016,2.2,48,11.2,49.55038759689923,61.400000000000006,1.2269137302551643
Wyoming,2015-02-01,215405.44319940056,Wyoming,4.0,0.1842524614421581,10.770272159970029,0.1279075735131955,0.0798611111111111,0.8066170912445644,0.1279075735131955,0.8686066519187734,2,3.3139298953753933,6.8,161,15.6,49.53400503778337,183.4,4.562272174969624
California,2015-03-01,417060.2149543139,California,6.6,0.0681687460501123,20.853010747715693,0.3534831698785383,0.1701388888888889,0.7998075819417358,0.3534831698785383,0.7138438366834465,2,6.416310999297137,9.0,276,40.6,49.49931022590102,325.6,8.449878493317135
Texas,2015-03-01,161349.27248661223,Texas,4.5,0.0681687460501123,8.067463624330612,0.0674391162600043,0.0972222222222222,0.7998075819417358,0.0674391162600043,0.9000536021879002,4,2.4822964997940344,12.7,201,25.5,49.501835443037976,239.2,6.087788578371811
Florida,2015-03-01,182030.796902076,Florida,5.8,0.0681687460501123,9.1015398451038,0.0905739380307119,0.1423611111111111,0.7998075819417358,0.0905739380307118,0.877144931347698,1,2.800473798493477,15.4,335,31.9,49.50403225806452,382.29999999999995,10.0
